12/05/17 11:48 AM,model=SM-G950F_device=dreamlte,32.10331502056505,35.20953336477527,702.886309041831,3,IT-MNG,1c:b9:c4:15:ed:b8,1,-81, ,8c:0c:90:ae:16:83,11,-86,Ariel_University,1c:b9:c4:16:ed:3c,44,-91,***the used macs are||1c:b9:c4:15:ed:b8||8c:0c:90:ae:16:83||1c:b9:c4:16:ed:3c***
12/05/17 11:48 AM,model=SM-G950F_device=dreamlte,32.103567999054924,35.20955808416744,700.4792986610573,8,IT-MNG,1c:b9:c4:15:ed:b8,1,-73,IT-MNG,1c:b9:c4:15:ed:bc,48,-79, ,1c:b9:c4:96:ed:47,36,-80,Ariel_University,1c:b9:c4:16:e5:a8,6,-85, ,8c:0c:90:6e:16:88,11,-87, ,1c:b9:c4:95:1c:b7,36,-88,Ariel_University,1c:b9:c4:16:28:ec,36,-88, ,1c:b9:c4:96:28:e7,36,-89,***the used macs are||1c:b9:c4:15:ed:b8||1c:b9:c4:15:ed:bc||1c:b9:c4:16:e5:a8||8c:0c:90:6e:16:88||1c:b9:c4:16:28:ec||1c:b9:c4:96:28:e7***
12/05/17 11:48 AM,model=SM-G950F_device=dreamlte,32.1033956819019,35.20966463303174,703.5549500812666,7,Ariel_University,1c:b9:c4:16:ed:48,6,-57,IT-MNG,1c:b9:c4:15:ed:bc,48,-65, ,1c:b9:c4:95:ed:b7,48,-65,Ariel_University,1c:b9:c4:16:ed:4c,36,-68,IT-MNG,1c:b9:c4:15:ed:b8,1,-68,Ariel_University,1c:b9:c4:16:28:e8,1,-88,Ariel_University,8c:0c:90:2e:16:88,11,-89,***the used macs are||1c:b9:c4:16:ed:48||1c:b9:c4:15:ed:bc||1c:b9:c4:15:ed:b8||1c:b9:c4:16:28:e8||8c:0c:90:2e:16:88***
12/05/17 11:48 AM,model=SM-G950F_device=dreamlte,32.1034255,35.20978696,702.0,1,IT-MNG,1c:b9:c4:15:ed:bc,48,-59,,This line contains only one wifi/mac the added location is of the spec network ***the used macs are||1c:b9:c4:15:ed:bc***
12/05/17 11:48 AM,model=SM-G950F_device=dreamlte,32.10357500905582,35.209590227007574,706.8888449574591,2,Ariel_University,8c:0c:90:2e:16:88,11,-80, ,8c:0c:90:6e:16:88,11,-82,***the used macs are||8c:0c:90:2e:16:88||8c:0c:90:6e:16:88***
12/05/17 11:48 AM,model=SM-G950F_device=dreamlte,32.10338015656752,35.20952949798913,704.2887554044848,6, ,8c:0c:90:ae:16:83,11,-69,Ariel_University,1c:b9:c4:15:1c:b8,1,-70,Ariel_University,8c:0c:90:2e:16:88,11,-70, ,8c:0c:90:6e:16:88,11,-71,Ariel_University,1c:b9:c4:15:1c:bc,36,-77,DIRECT-61-HP DeskJet 3630 series,30:e1:71:0d:e0:63,6,-80,***the used macs are||8c:0c:90:ae:16:83||1c:b9:c4:15:1c:b8||8c:0c:90:2e:16:88||8c:0c:90:6e:16:88||1c:b9:c4:15:1c:bc||30:e1:71:0d:e0:63***
12/05/17 11:48 AM,model=SM-G950F_device=dreamlte,32.10338833912458,35.209587839181104,700.7439255648579,4,DIRECT-61-HP DeskJet 3630 series,30:e1:71:0d:e0:63,6,-69, ,1c:b9:c4:95:1c:b7,36,-82,Ariel_University,1c:b9:c4:14:2b:8c,44,-88,Onicom,c0:4a:00:71:ee:ee,9,-90,***the used macs are||30:e1:71:0d:e0:63||1c:b9:c4:14:2b:8c||c0:4a:00:71:ee:ee***
12/05/17 11:48 AM,model=SM-G950F_device=dreamlte,32.10356889776692,35.20939202128365,698.6008039485935,5,DIRECT-61-HP DeskJet 3630 series,30:e1:71:0d:e0:63,6,-62, ,8c:0c:90:6e:16:88,11,-65,Ariel_University,1c:b9:c4:16:e5:ac,36,-83,Ariel_University,1c:b9:c4:16:28:ec,36,-83, ,1c:b9:c4:96:28:e7,36,-84,***the used macs are||30:e1:71:0d:e0:63||8c:0c:90:6e:16:88||1c:b9:c4:16:e5:ac||1c:b9:c4:16:28:ec||1c:b9:c4:96:28:e7***
12/05/17 11:48 AM,model=SM-G950F_device=dreamlte,32.103627721712115,35.20936737677197,708.3820734818387,2,Ariel_University,8c:0c:90:2e:16:88,11,-64, ,1c:b9:c4:96:e5:a7,36,-83,,This line contains only one wifi/mac the added location is of the spec network ***the used macs are||8c:0c:90:2e:16:88***
12/05/17 11:49 AM,model=SM-G950F_device=dreamlte,32.10342514414945,35.20959459870438,704.1939413434587,6, ,8c:0c:90:ae:16:83,11,-64,Ariel_University,1c:b9:c4:16:e5:a8,6,-78,Ariel_University,1c:b9:c4:14:2b:8c,44,-82, ,1c:b9:c4:94:2b:87,44,-83, ,1c:b9:c4:96:f1:57,52,-87,Ariel_University,1c:b9:c4:16:f1:5c,52,-87,***the used macs are||8c:0c:90:ae:16:83||1c:b9:c4:16:e5:a8||1c:b9:c4:14:2b:8c||1c:b9:c4:96:f1:57||1c:b9:c4:16:f1:5c***
12/05/17 11:49 AM,model=SM-G950F_device=dreamlte,32.10269941772628,35.20846788031405,700.1905742397321,2,2.4V1,40:a5:ef:7a:17:f2,1,-88,__ery,14:ae:db:58:0d:6d,11,-89,***the used macs are||40:a5:ef:7a:17:f2||14:ae:db:58:0d:6d***
12/05/17 11:49 AM,model=SM-G950F_device=dreamlte,32.10340529221892,35.20893644356662,702.3839447899416,4,Ariel_University,1c:b9:c4:16:28:e8,1,-79,Ariel_University,ec:8c:a2:26:d3:68,11,-87,Ariel_University,1c:b9:c4:16:12:e8,1,-90,Ariel_University,1c:b9:c4:16:13:08,11,-90,***the used macs are||1c:b9:c4:16:28:e8||ec:8c:a2:26:d3:68||1c:b9:c4:16:12:e8||1c:b9:c4:16:13:08***
12/05/17 11:49 AM,model=SM-G950F_device=dreamlte,32.10358863165499,35.20934485978954,704.5817559111456,3,Ariel_University,8c:0c:90:2e:16:88,11,-58, ,8c:0c:90:6e:16:88,11,-60,AUC_54_R,00:25:86:cc:00:f8,5,-91,***the used macs are||8c:0c:90:2e:16:88||8c:0c:90:6e:16:88||00:25:86:cc:00:f8***
