algo 1 results
 num,MAC,LAT,LON,ALT 
0,1c:b9:c4:15:42:68,32.104857024876544,35.210807843935434,690.0233910129266
1,1c:b9:c4:15:44:58,32.10488368580436,35.21092788996659,691.41920448645
2,1c:b9:c4:16:2d:e8,32.104759929925926,35.21030941016326,687.2863071626666
3,1c:b9:c4:15:25:48,32.10483179488688,35.21036962696832,686.9999999999999
4,1c:b9:c4:16:05:38,32.10423687110892,35.209664232168684,685.4738139539982
5,00:11:6b:11:7e:0c,32.104653167283665,35.210920243042985,691.3914040114612
6,1c:b9:c4:15:44:88,32.10458831106194,35.21104487035398,692.796460176991
7,1c:b9:c4:15:ed:48,32.104573925168545,35.21121279369665,694.3731327833337
8,c2:6c:ac:a0:7b:4d,32.10474329561255,35.21006092041865,687.9477800510779
9,a2:6c:ac:a0:7b:4d,32.1047907801037,35.21015409343817,688.5715257118572
10,c2:6c:ac:9f:fb:1f,32.1045210260075,35.2097242081525,686.518181150371
11,1c:b9:c4:16:2b:e8,32.104862322887676,35.21078094147116,692.7648360769124
12,90:6c:ac:a0:7b:4d,32.1047375133588,35.210052631363084,687.4086695278969
13,1c:b9:c4:15:41:78,32.10443396039875,35.21083206837683,694.780305912792
14,1c:b9:c4:14:2b:c8,32.10484981771547,35.211049231927326,693.9879864159316
15,1c:b9:c4:16:05:78,32.10475928403476,35.21038662614265,690.878442775598
16,00:1a:dd:f5:df:c5,32.10475343,35.21007474,689.0
17,74:ea:3a:ad:d1:50,32.10464282796882,35.20987861646541,687.7614554178328
18,90:6c:ac:a0:60:4d,32.10466627,35.20990936,687.0
19,a2:6c:ac:a0:60:4d,32.10466627,35.20990936,687.0
20,70:5a:0f:57:04:17,32.10466627,35.20990936,687.0
21,1c:b9:c4:96:05:37,32.10466627,35.20990936,687.0
22,1c:b9:c4:15:23:58,32.10422291573444,35.209310300322294,686.4634635377989
23,24:79:2a:2c:5b:d8,32.10410349065198,35.21009590745047,698.206198948783
24,90:6c:ac:9f:f1:c5,32.1040048072602,35.20920836265235,686.5295599244386
25,a2:6c:ac:a0:18:29,32.10440239,35.20946023,687.0
26,1c:b9:c4:16:1d:78,32.10385601291003,35.20909369934647,687.0
27,1c:b9:c4:16:cc:d8,32.104198361484926,35.20919350139246,685.5370355129236
28,ec:8c:a2:26:d3:68,32.10384103797771,35.2090194607844,684.6488641234462
29,1c:b9:c4:15:1c:b8,32.10385179783402,35.210022168124276,696.2530309269264
30,ec:8c:a2:26:b0:e8,32.10367975381124,35.20894815836978,684.4882369222253
31,00:02:6f:8e:64:67,32.10419361,35.20917533,685.0
32,b2:6c:ac:9f:f1:c5,32.104120940418746,35.20909271850671,685.0
33,b2:6c:ac:a0:3d:eb,32.10406321,35.20902709,685.0
34,1c:b9:c4:16:28:e8,32.103399625399234,35.20887450174622,685.700714863043
35,b2:6c:ac:a0:7b:4d,32.10406321,35.20902709,685.0
36,1c:b9:c4:15:fd:48,32.103838000233466,35.21000470799793,698.6908557589472
37,8c:0c:90:2e:16:88,32.10351562604915,35.20922592321378,694.6152531494745
38,ec:8c:a2:08:78:c8,32.103295891783304,35.20881909642111,686.0
39,e0:10:7f:1a:bd:98,32.10376365,35.20883622,686.0
40,1c:b9:c4:16:1d:7c,32.103709233473644,35.20946173543435,698.1977167515367
41,1c:b9:c4:16:d2:88,32.10323197897321,35.20881018142672,685.9999999999999
42,ec:8c:a2:08:94:18,32.10307379422832,35.208807000377206,686.9664072843237
43,1c:b9:c4:12:7c:c8,32.10295457,35.208804300000004,686.0
44,1c:b9:c4:16:f4:78,32.10285049573269,35.20887728427357,686.3118177377053
45,34:8f:27:20:8c:18,32.102796625,35.208847085,687.5
46,1c:b9:c4:12:90:b8,32.103156517673995,35.20952905002042,690.808214347335
47,1c:b9:c4:16:28:f8,32.102587651350355,35.20911465444876,688.1025051333153
48,1c:b9:c4:96:d2:87,32.103126799123665,35.20918233035737,695.5706069066978
49,8c:0c:90:2d:75:e8,32.10299286801841,35.2087247441551,686.1497893587143
50,1c:b9:c4:14:2f:68,32.102787023903154,35.20900902414635,687.3655456833394
51,1c:b9:c4:14:33:c8,32.10259991119284,35.20909940317963,688.8197664584148
52,1c:b9:c4:16:f1:98,32.1024752358093,35.20892269324167,686.5066386555658
53,f8:d1:11:77:77:c6,32.10250336058843,35.20915268495413,689.9376779500158
54,8c:0c:90:ad:75:e3,32.10282362,35.20871899,688.0
55,1c:b9:c4:16:f4:7c,32.10282362,35.20871899,688.0
56,ec:8c:a2:08:78:cc,32.10282362,35.20871899,688.0
57,1c:b9:c4:16:11:ac,32.10282362,35.20871899,688.0
58,ec:8c:a2:26:b1:78,32.102379398750216,35.20919202731103,689.3832804939096
59,1c:b9:c4:16:11:a8,32.102545849511806,35.20941177843704,690.7003681992676
60,1c:b9:c4:16:ee:98,32.102751834051,35.209488976149125,696.4616326009588
61,62:ab:1b:60:b4:cb,32.10233468089862,35.2092084390981,688.91098172569
62,a0:ab:1b:60:b4:ca,32.10231423,35.209302195,690.0
63,1c:b9:c4:14:33:cc,32.10244119,35.20884914,686.0
64,1c:b9:c4:14:2b:d8,32.10220501425742,35.20936592497334,689.6115765422695
65,1c:b9:c4:14:2b:dc,32.10219234,35.20946628000001,690.0
66,c4:12:f5:f6:a0:18,32.10260082212844,35.209431102770644,690.348623853211
67,ec:8c:a2:08:94:1c,32.1020322,35.20935702,688.9999999999999
68,1c:b9:c4:15:1e:68,32.102505779588284,35.20955531051899,690.8556103218325
69,1c:b9:c4:15:3a:38,32.10242359582025,35.20967867124845,691.265094546251
70,00:11:6b:11:02:b7,32.10199722,35.2098381,693.0
71,00:1d:aa:81:d8:3c,32.10291687935149,35.20993974911515,698.9250664084395
72,1c:b9:c4:12:af:78,32.103195765488245,35.20988176878909,701.7107760412251
73,1c:b9:c4:14:2b:88,32.10337661635241,35.20995868214746,698.3196084604081
74,1c:b9:c4:14:30:38,32.10310980632015,35.20987956149183,701.817981452032
75,40:a5:ef:7a:17:f2,32.10282339039983,35.20991045165441,705.833690468365
76,1c:b9:c4:15:ec:38,32.10305306,35.20978446,693.0
77,1c:b9:c4:16:06:bc,32.10358508254194,35.210396203216405,699.1933277572545
78,1c:b9:c4:16:ed:38,32.1034014420876,35.210113015183296,700.9445360411042
79,1c:b9:c4:16:06:b8,32.103541853308755,35.210154310404384,705.0567098660321
80,1c:b9:c4:16:ed:48,32.103718923267124,35.21036012718466,697.529939046253
81,d8:5d:4c:9e:69:22,32.10366799843056,35.21017234655463,699.8775257427835
82,24:79:2a:2c:5c:18,32.104014359999994,35.210791515000004,697.0000000000001
83,24:79:2a:2b:bd:88,32.10392738556718,35.210566945488985,702.5738638553061
84,24:79:2a:2b:07:b8,32.10393488677658,35.21058834332795,702.2758435202542
85,8c:0c:90:2f:d3:d8,32.10412387,35.21091349,700.0
86,1c:b9:c4:95:41:77,32.10423611,35.21138319,700.0
87,1c:b9:c4:56:cd:18,32.10476714,35.2115156,696.0
88,1c:b9:c4:16:cd:18,32.10476714,35.2115156,696.0
89,1c:b9:c4:15:fd:e8,32.10481492,35.2114539,695.0
90,3c:52:82:ef:c4:3c,32.10293021193009,35.20969477899787,707.5519127398215
91,1c:b9:c4:16:ed:3c,32.10296049325714,35.20969913393224,702.1428799579676
92,1c:b9:c4:14:30:3c,32.10296049325714,35.20969913393224,702.1428799579676
93,1c:b9:c4:92:af:77,32.102963777631324,35.20968967709112,704.7471856325684
94,1c:b9:c4:94:30:37,32.10296049325714,35.20969913393224,702.1428799579676
95,1c:b9:c4:16:f1:5c,32.103245195129944,35.20977923841684,707.2504239181122
96,e4:95:6e:40:87:1a,32.10298811526831,35.20966517514508,702.0409029813914
97,1c:b9:c4:12:af:7c,32.102984973516946,35.2096647694766,704.8276915373227
98,1c:b9:c4:15:ec:3c,32.10299183694778,35.20967240121148,704.9567757385055
99,1c:b9:c4:96:ed:37,32.10302084566238,35.20966436966361,702.8302348628025
100,1c:b9:c4:95:ec:37,32.102958014085566,35.20967774027979,707.8478868628163
101,1c:b9:c4:95:1c:b7,32.10303985479879,35.20968826555523,703.11594160034
102,1c:b9:c4:94:2b:87,32.10337113537652,35.209710253406485,704.1006958412728
103,1c:b9:c4:96:ed:47,32.103422735825944,35.2097119010955,704.24502290678
104,1c:b9:c4:95:ed:b7,32.103422735825944,35.2097119010955,704.24502290678
105,1c:b9:c4:16:e5:a8,32.10340998113717,35.209694768890756,704.4103268040734
106,1c:b9:c4:96:f1:57,32.10340998113717,35.209694768890756,704.4103268040734
107,1c:b9:c4:14:2b:8c,32.10332786597918,35.20965551102127,704.8397895237058
108,1c:b9:c4:96:ee:97,32.10275085292877,35.20975955894632,707.6527664802024
109,1c:b9:c4:14:2c:3c,32.10270218508834,35.20982755214132,710.1110186443369
110,1c:b9:c4:96:11:a7,32.10268489619051,35.20979541943164,707.828047259109
111,02:21:5c:af:69:82,32.10262449933767,35.20987440650553,707.9141706050168
112,1c:b9:c4:94:2c:37,32.10262260926248,35.209892845310286,707.959321655685
113,1c:b9:c4:14:2c:38,32.10274869091711,35.20982946116112,708.1143382027363
114,00:18:25:12:72:f0,32.102838751582816,35.209782211668895,708.2738390199131
115,1c:b9:c4:96:f4:77,32.10326981077673,35.20978049072905,710.877958639368
116,1c:b9:c4:15:fd:4c,32.10351072327457,35.20990554493647,710.4194107445186
117,1c:b9:c4:15:ed:3c,32.10351072327457,35.20990554493647,710.4194107445186
118,1c:b9:c4:95:fd:47,32.10353904388322,35.20994639016426,710.4770498913509
119,1c:b9:c4:15:ed:38,32.10360315832744,35.210005054877556,710.5814622101553
120,3c:52:82:ef:a4:8b,32.10363047533494,35.21005058122789,710.6278805201182
121,00:27:22:f3:bb:2b,32.1036535872341,35.21010138636458,710.6710794188068
122,24:79:2a:2b:07:bc,32.10369861480585,35.21017541181782,710.7485234469889
123,60:e3:27:7b:e0:98,32.103724904733575,35.21020742379761,710.7830608193167
124,24:79:2a:ab:bd:87,32.103724904733575,35.21020742379761,710.7830608193167
125,24:79:2a:2c:5c:1c,32.103724904733575,35.21020742379761,710.7830608193167
126,24:79:2a:ab:07:b7,32.103724904733575,35.21020742379761,710.7830608193167
127,24:79:2a:2b:bd:8c,32.103754328139765,35.21024296825823,710.8162814862263
128,1c:b9:c4:96:1d:77,32.10381009568773,35.21028362142391,710.9061260906689
129,1c:b9:c4:96:e5:a7,32.10381009568773,35.21028362142391,710.9061260906689
130,24:79:2a:ac:5c:17,32.103804451692376,35.210254888699964,710.9347988784789
131,1c:b9:c4:16:28:ec,32.10374932461536,35.21009736641098,711.04240246276
132,1c:b9:c4:96:28:e7,32.10374932461536,35.21009736641098,711.04240246276
133,1c:b9:c4:15:1c:bc,32.10371197783737,35.21003935734618,711.0753764021061
134,8c:0c:90:2e:e8:18,32.10366280622974,35.20997695154486,711.1571521241567
135,1c:b9:c4:95:3a:37,32.10238084673325,35.21000653997084,712.1937426685497
136,1c:b9:c4:95:1e:67,32.10238084673325,35.21000653997084,712.1937426685497
137,1c:b9:c4:15:1e:6c,32.10238084673325,35.21000653997084,712.1937426685497
138,1c:b9:c4:15:3d:6c,32.10246120400514,35.209976991172944,711.9289257491877
139,30:e1:71:0f:a2:49,32.102689713395726,35.209867804165086,711.8977402734589
140,2a:56:5a:9e:2e:ce,32.10273836386316,35.209856687440386,711.9071836194796

