algo 1 results
 num,MAC,LAT,LON,ALT 
0,00:1a:dd:e3:06:e4,32.102529803081474,35.2073198916877,699.8860444903257
1,d8:fe:e3:03:5a:31,32.10253058643105,35.2073073810576,699.7521498395156
2,00:27:19:e3:2d:fe,32.10253330333696,35.20726399020641,699.287760530489
3,00:25:86:cc:00:f8,32.10365113349192,35.20818644933491,693.5284770660687
4,14:ae:db:32:52:12,32.10253330333696,35.20726399020641,699.287760530489
5,1c:b9:c4:16:f1:98,32.102699138724724,35.208980928024964,702.198100087512
6,34:0b:01:19:21:42,32.10253330333696,35.20726399020641,699.287760530489
7,a0:4f:d4:3b:e9:01,32.102528187003614,35.20734570155965,700.1622738859833
8,14:ae:db:3a:64:05,32.102528187003614,35.20734570155965,700.1622738859833
9,10:be:f5:3b:68:2c,32.102528187003614,35.20734570155965,700.1622738859833
10,1c:b9:c4:16:f4:7c,32.10276484321521,35.20957660815451,706.820806774928
11,ec:8c:a2:08:a9:38,32.10276968784859,35.207536172161696,695.1730814282531
12,00:21:04:4c:2a:a2,32.102528187003614,35.20734570155965,700.1622738859833
13,a0:4f:d4:3a:a0:e1,32.102528187003614,35.20734570155965,700.1622738859833
14,ec:8c:a2:08:94:1c,32.10293776340592,35.20898085201222,706.8612810681142
15,ec:8c:a2:08:94:18,32.102761712699916,35.2091762074297,695.2352049256436
16,d0:0f:6d:f1:35:2f,32.10251814263996,35.20734901460898,698.9056862429085
17,a0:ab:1b:59:55:54,32.10251814263996,35.20734901460898,698.9056862429085
18,b0:48:7a:a1:80:8c,32.10251814263996,35.20734901460898,698.9056862429085
19,10:be:f5:39:8f:f2,32.10251814263996,35.20734901460898,698.9056862429085
20,00:12:2a:39:2c:3c,32.10251814263996,35.20734901460898,698.9056862429085
21,10:be:f5:a7:b4:f4,32.10251814263996,35.20734901460898,698.9056862429085
22,1c:b9:c4:96:f1:97,32.10229102378868,35.2089337877798,699.6054525699565
23,ec:8c:a2:08:78:cc,32.10285694063049,35.20922492258134,708.5380128887285
24,1c:b9:c4:16:d2:88,32.10328504394068,35.20875763625775,702.5789557901784
25,14:ae:db:43:88:35,32.10251581558651,35.207339181669674,697.993173771496
26,ec:8c:a2:09:03:38,32.10281447386213,35.20758104767403,693.2074095942437
27,1c:b9:c4:14:33:c8,32.10269572089265,35.20889296487836,693.3054640771759
28,1c:b9:c4:96:28:f7,32.10242248031378,35.20871363230101,704.2728646362713
29,1c:b9:c4:96:f4:77,32.10282120960932,35.20819917827672,693.7210746575796
30,ec:8c:a2:88:94:17,32.10257548973483,35.20837914019004,701.886987217436
31,00:8c:54:90:ce:d1,32.10251743683182,35.2073387273908,695.5775665899107
32,ec:8c:a2:08:78:c8,32.10308409671187,35.20877551948798,701.0366226913428
33,06:ae:db:3a:64:05,32.102458386443125,35.20743113335047,694.8881937656644
34,1c:b9:c4:14:33:cc,32.10256544554678,35.2086666184411,708.7241681313585
35,14:ae:db:cb:05:f5,32.102458386443125,35.20743113335047,694.8881937656644
36,ec:9b:f3:26:ab:3a,32.10280900493249,35.20821148862795,697.7819011513631
37,80:37:73:d7:ab:3a,32.10246378160256,35.207563401001366,694.129943277534
38,ec:8c:a2:89:03:37,32.10309570760303,35.20769665213842,691.9218910832049
39,ec:8c:a2:09:03:3c,32.10310231558724,35.207698037468575,691.9064470832453
40,1c:b9:c4:16:d2:8c,32.10303117913596,35.208881676784834,712.6180173653787
41,14:ae:db:58:0d:6d,32.10258798763252,35.20759021123835,693.1085203108703
42,cc:fa:00:ae:93:46,32.10263460161589,35.20757686137406,692.0341048029707
43,00:0e:f4:c1:50:14,32.10263460161589,35.20757686137406,692.0341048029708
44,ec:8c:a2:08:a9:3c,32.10294522725105,35.20767327460506,691.0835484362619
45,1c:b9:c4:16:28:f8,32.102750096108785,35.20876837906618,700.7567869682813
46,a4:08:f5:20:72:6a,32.102861507686676,35.2076291986019,691.1036071541976
47,ec:8c:a2:08:77:48,32.102861507686676,35.2076291986019,691.1036071541976
48,14:ae:db:cf:86:f5,32.103147609584674,35.20814477182254,691.7941043072863
49,1c:b9:c4:16:f4:78,32.10335468491644,35.20903630304479,701.269018981691
50,1c:b9:c4:96:d2:87,32.10297429619621,35.20769754582129,690.9460551220589
51,ec:8c:a2:09:93:b8,32.10297429619621,35.20769754582129,690.9460551220589
52,ec:8c:a2:08:7a:1c,32.103496612890034,35.20779240490037,690.6301240378523
53,ec:8c:a2:08:a9:28,32.10361868733057,35.20781670936575,690.5070726021237
54,ec:8c:a2:09:0c:cc,32.10321891949164,35.2077603995489,690.8382411765818
55,ec:8c:a2:08:78:3c,32.10317578496331,35.2077533608269,690.8658803245012
56,ec:8c:a2:08:a9:2c,32.103766485175285,35.20783180358039,690.3776746163047
57,ec:8c:a2:88:a9:27,32.10377986390148,35.207818162044134,690.4231966047739
58,ec:8c:a2:88:a9:37,32.103254567862166,35.20776621667453,690.8153989055744
59,ec:8c:a2:26:ae:28,32.103254567862166,35.20776621667453,690.8153989055744
60,a0:4f:d4:46:a9:e1,32.103254567862166,35.20776621667453,690.8153989055744
61,ec:8c:a2:88:7a:17,32.10375939005184,35.207824304039484,690.4413487921157
62,ec:8c:a2:08:7a:18,32.10377787980504,35.20782590179721,690.4274628299759
63,ec:8c:a2:08:78:38,32.103323385092075,35.20778662747971,690.7687922307229
64,ec:8c:a2:26:b0:58,32.103323385092075,35.20778662747971,690.7687922307229
65,ec:8c:a2:88:78:37,32.103323385092075,35.20778662747971,690.7687922307229
66,ec:8c:a2:08:7b:8c,32.103679060441586,35.20782822405939,690.5042269400623
67,ec:8c:a2:09:86:d8,32.103323385092075,35.20778662747971,690.7687922307229
68,ec:8c:a2:89:0c:c7,32.10342051137385,35.20780552775216,690.6874448611455
69,ec:8c:a2:09:0c:c8,32.10342051137385,35.20780552775216,690.6874448611455
70,ec:8c:a2:88:7b:87,32.10392178055328,35.207895366225024,690.2937519226789
71,ec:8c:a2:08:90:cc,32.10342051137385,35.20780552775216,690.6874448611455
72,ec:8c:a2:08:90:c8,32.1036008123458,35.20781952974852,690.5542770521721
73,ec:8c:a2:09:8c:38,32.10353355128237,35.20781291804855,690.5795129917332
74,00:27:22:f3:bb:3a,32.10353355128237,35.20781291804855,690.5795129917332
75,00:27:22:f3:bb:86,32.10375725007887,35.20784015835278,690.4441102635042
76,ec:8c:a2:09:8c:3c,32.10353355128237,35.20781291804855,690.5795129917332
77,ec:8c:a2:89:8c:37,32.10371440835981,35.2078263595938,690.4758805974767
78,ec:8c:a2:0a:08:b8,32.10371440835981,35.2078263595938,690.4758805974767
79,ec:8c:a2:08:7b:88,32.10395115783471,35.20786377093516,690.3267397654319
80,00:25:86:cc:07:b2,32.10410016147078,35.20842792478725,703.2732684202417
81,84:c9:b2:4a:e7:87,32.1044140461797,35.20788087493433,689.9496964638441
82,1c:b9:c4:16:cd:68,32.1044140461797,35.20788087493433,689.9496964638441
83,00:1a:dd:f4:f5:c4,32.10590264294681,35.21064622126414,688.7866517466957
84,00:1a:dd:f4:f5:c5,32.1051395482204,35.20907111905004,689.2440822092435
85,ec:8c:a2:08:92:48,32.10461272357625,35.20792963641949,689.6670161410832
86,ec:8c:a2:08:92:4c,32.10461272357625,35.20792963641949,689.6670161410832
87,f0:b0:52:3e:d6:f8,32.10473074431384,35.20808401590763,689.6319853475801
88,e6:46:da:e4:84:c0,32.10473074431384,35.20808401590763,689.6319853475801
89,00:27:22:f3:e0:83,32.10473074431384,35.20808401590763,689.6319853475801
90,ec:8c:a2:26:d2:c8,32.10463137629941,35.20888730350135,690.5715158623817
91,1c:b9:c4:16:05:38,32.103704474678025,35.20914961997676,698.4655154351861
92,00:1a:2f:7f:6b:70,32.105403963641976,35.210022219964756,689.5201519191585
93,b2:6c:ac:a0:7b:4d,32.10435429656073,35.2098057690493,690.0775765743199
94,1c:b9:c4:15:44:58,32.10475159338165,35.21077843335235,699.9301684070488
95,c2:6c:ac:a0:7b:4d,32.10393650570611,35.20937917513521,690.8940146464686
96,90:6c:ac:a0:7b:4d,32.10478450915246,35.20993604970235,697.1415134111678
97,1c:b9:c4:16:05:3c,32.104617359952364,35.209437597427666,695.5120296503742
98,90:6c:ac:9f:fb:1f,32.105021404119775,35.2101247326889,688.9500750061097
99,d0:bf:9c:db:31:30,32.10487392399147,35.209708777603915,688.2429484395551
100,f8:e9:03:12:ef:3b,32.10477209848867,35.20959198198432,689.4143706947036
101,a2:6c:ac:9f:fb:27,32.104892803076424,35.2092822465669,690.7444350267791
102,90:6c:ac:9f:fb:27,32.10489300606392,35.20928224839672,690.7435731036957
103,b2:6c:ac:9f:fb:27,32.10489300606392,35.20928224839672,690.7435731036957
104,c2:6c:ac:9f:fb:27,32.10489300606392,35.20928224839672,690.7435731036957
105,00:27:22:f3:e2:f3,32.105924522405914,35.21055874734606,688.6737904292652
106,00:27:22:f3:a6:9a,32.105801846979396,35.21010479765049,688.5497026939919
107,58:70:c6:00:d0:f1,32.10577582600903,35.20997089589932,688.5217353450139
108,1c:b9:c4:16:06:e8,32.10584273376777,35.21021078186345,688.5965322405589
109,08:97:58:32:a6:3e,32.10572050842588,35.2097599664662,688.5550300637956
110,f8:a9:d0:66:06:4d,32.10572050842588,35.2097599664662,688.5550300637956
111,b2:6c:ac:9f:fb:1f,32.104704223930376,35.20974631310475,693.3569819580863
112,1c:b9:c4:15:44:5c,32.105026829296065,35.21015510981929,711.1811639316898
113,1c:b9:c4:15:42:6c,32.105382326454894,35.210379922222494,690.5953548222516
